PM2.5,PM10,Temperature,Humidity,Wind Speed,Air Quality Category
66.96,105.26,5.0,80.8,1.71,Moderate
375.8300392076447,600.0,7.7,60.6,0.734840762094949,Unhealthy
136.46,284.66,22.8,51.6,0.29,Unhealthy
97.84,129.66,21.4,86.9,3.97,Moderate
29.458471649627707,35.28772702163336,16.2,74.3,2.5730765729148417,Good
177.17107366278984,379.385393206571,21.2,59.3,4.138005502699827,Unhealthy
57.837847997969355,59.360590532568175,15.2,81.3,2.3814725618048804,Moderate
53.85,72.63,14.0,50.9,6.28,Moderate
109.74236720736442,171.28511843874819,31.6,78.5,0.5922479851078203,Moderate
25.36,4.11,32.6,80.3,3.75,Good
26.35,14.04,17.5,53.3,1.67,Good
124.14,223.73,22.6,54.5,9.65,Moderate
6.933303296746974,13.822433382139396,24.7,81.2,1.932018584194689,Good
91.9,114.1,11.6,95.0,2.09,Moderate
0.3,48.21,29.4,65.4,12.83,Good
16.19078663017966,34.1162766481184,13.0,84.5,0.9469305527293441,Good
21.05708921202992,30.693763821933523,7.2,95.0,3.173802513808532,Good
117.3,147.02,17.9,95.0,1.83,Moderate
50.620414818295416,11.840745772907438,6.5,84.3,2.7708407678267695,Moderate
19.34,61.38,39.2,72.3,3.13,Moderate
17.917405077545975,64.93702588341067,10.8,80.5,4.816693660201445,Moderate
47.703879932302556,51.16564034449231,26.8,95.0,0.4746938787474029,Moderate
144.36,150.15,37.2,62.3,2.27,Moderate
3.45,5.94,29.6,70.5,27.34,Good
46.71,11.86,24.4,62.7,3.91,Moderate
64.03,86.14,21.1,70.7,1.46,Moderate
85.64911948705766,117.43979294106414,23.6,72.3,0.9391186480203568,Moderate
267.91326526171065,344.48324893768205,5.0,95.0,8.509626563541827,Unhealthy
11.69,0.0,14.2,63.6,0.86,Good
10.86,16.18,35.6,61.8,22.74,Good
10.354668440178845,3.6209499803768685,21.9,89.4,3.026076438629291,Good
66.95,132.88,10.4,78.1,1.55,Moderate
50.9549441681011,13.596617393832629,20.9,71.2,1.797664890637658,Moderate
147.576998170345,269.2238374081376,19.2,67.4,6.042720218182996,Unhealthy
76.25,149.33,11.0,54.3,2.09,Moderate
12.303671532979347,0.0,14.8,66.6,3.5286919549120825,Good
29.74,4.1,16.5,54.6,1.41,Good
62.66,101.16,40.0,80.3,3.03,Moderate
45.057587931702486,22.51306082652394,14.2,71.3,3.0233803685208622,Moderate
23.66,12.4,13.0,86.5,5.22,Good
38.890124976596745,37.55008806180548,19.9,54.2,1.9747411374606358,Moderate
55.06,139.79,34.2,76.8,1.54,Moderate
11.688713689040695,99.83271847727926,15.0,71.1,0.09211179117052358,Moderate
122.84,127.77,19.4,93.1,4.17,Moderate
12.47,50.31,23.1,62.0,2.12,Moderate
87.16,193.09,16.5,94.2,0.29,Moderate
15.04,1.09,31.9,69.2,7.9,Good
26.949814932367744,49.8508992559436,30.1,87.1,1.6844786429454164,Good
59.30476331728715,25.72918004055199,20.4,68.6,4.340932470214003,Moderate
56.38,85.96,17.1,73.5,4.97,Moderate
7.2066905132175245,0.0,15.4,79.9,1.4072093364448,Good
21.8,58.85,18.2,84.0,5.38,Moderate
0.46,0.0,5.0,95.0,2.93,Good
11.11,30.38,25.3,66.9,8.85,Good
29.46059280654857,61.03902494807087,5.0,84.2,2.3684583516332225,Moderate
23.98,4.46,17.2,75.2,30.0,Good
186.18,289.78,9.4,54.7,2.21,Unhealthy
67.14,104.98,17.5,38.1,5.59,Moderate
7.868508126142612,18.405857379209188,8.6,63.8,1.2253771100501123,Good
207.02,299.44,22.9,47.5,4.54,Unhealthy
236.78522235064014,347.88759006908924,10.1,84.0,0.4243588467498979,Unhealthy
8.53,32.19,5.0,65.7,19.09,Good
193.47869301972565,295.516177766031,19.2,44.4,7.02776440590538,Unhealthy
92.59906821884795,33.837420115649266,22.6,65.6,1.825116026977437,Moderate
25.09,58.11,30.1,57.3,1.2,Moderate
125.60155778235017,234.59979356036163,9.9,72.5,7.227010693023856,Moderate
44.57,42.93,30.5,60.5,8.54,Moderate
3.47,2.03,23.9,65.7,0.72,Good
38.95,0.0,14.3,70.9,1.1,Moderate
84.93,123.13,20.4,77.8,3.56,Moderate
20.86,10.58,28.2,67.9,1.73,Good
24.86,42.94,17.5,65.5,5.0,Good
33.9,17.02,14.8,90.7,2.64,Good
16.06,46.67,12.9,87.5,0.44,Good
46.87363724554868,58.16468874561733,11.2,74.3,1.1692709196903432,Moderate
92.02411345297716,237.51440458388882,15.3,86.2,1.4092527799930994,Moderate
17.389097623539687,47.20609540154407,27.1,95.0,1.6182858226658254,Good
70.24,111.77,12.0,86.6,8.64,Moderate
48.15,88.35,23.9,55.2,5.7,Moderate
44.68,107.77,19.9,80.2,0.14,Moderate
93.07,112.28,5.0,70.8,18.13,Moderate
144.81,190.37,29.3,53.0,1.55,Moderate
8.25,23.25,30.3,56.6,2.77,Good
37.71,86.77,13.6,73.4,2.7,Moderate
12.89,43.99,22.4,62.4,5.31,Good
25.14,61.0,16.4,71.1,4.7,Moderate
9.77,25.15,5.0,95.0,4.64,Good
82.87,95.91,12.3,81.0,2.68,Moderate
84.09,139.7,14.1,59.7,3.54,Moderate
75.27054481645064,55.71598344861957,23.9,63.5,1.0615017329989833,Moderate
21.38,0.0,5.0,94.1,2.54,Good
9.99,0.0,26.6,74.8,4.82,Good
8.79,29.56,12.0,95.0,1.17,Good
19.2,37.24,10.0,95.0,9.22,Good
53.59,111.38,22.5,79.1,4.79,Moderate
104.3214126367549,145.8795675819602,25.0,68.4,0.1422823488182063,Moderate
20.92,76.79,34.7,55.6,9.42,Moderate
28.31,27.74,15.7,82.1,5.87,Good
102.17856546026813,186.13514070781164,40.0,54.4,2.5203883210214353,Moderate
8.32,27.07,35.7,50.4,1.02,Good
75.41528813935732,67.75901000504994,33.2,58.0,0.029955255058732044,Moderate
52.38,80.69,10.0,69.9,9.81,Moderate
14.11,62.1,18.0,84.7,4.34,Moderate
95.59,157.77,21.1,80.7,4.44,Moderate
91.16,133.78,31.7,83.5,17.72,Moderate
101.3,170.74,10.3,89.9,3.94,Moderate
109.06,177.72,20.8,60.6,2.65,Moderate
62.58,55.6,20.9,72.6,0.15,Moderate
61.516878269132796,77.1612222203504,15.6,52.4,0.7410281581621024,Moderate
2.01,4.63,25.4,57.5,4.68,Good
60.3,51.04,5.0,73.8,12.48,Moderate
14.29,17.99,24.5,71.6,2.38,Good
78.72,170.8,12.7,79.5,7.24,Moderate
6.84,0.0,8.2,57.0,7.42,Good
283.13,522.0,23.7,53.0,2.36,Unhealthy
4.55,0.0,26.3,78.4,1.11,Good
21.869310680493065,0.0,16.3,91.1,4.146187215984235,Good
85.14,142.46,19.2,86.2,0.4,Moderate
26.45,30.01,30.9,58.8,5.66,Good
15.56,13.75,29.7,73.5,12.4,Good
21.22,18.37,20.8,60.1,5.82,Good
25.08,44.75,12.8,60.9,11.13,Good
117.53738136380002,186.21349414481037,15.5,22.2,1.3757098614945573,Moderate
66.39,97.58,18.2,71.2,1.78,Moderate
39.56,55.11,22.8,67.2,1.77,Moderate
82.54,143.66,35.4,54.3,5.12,Moderate
5.34359079729353,19.581120458500223,30.2,64.4,2.649693816833026,Good
18.550013088632923,5.2901824825012005,5.6,38.2,5.6332459360630125,Good
132.12948776769923,122.16208514103953,19.2,51.8,3.505706928707495,Moderate
158.06,323.21,29.5,90.9,0.39,Unhealthy
72.73,96.98,21.2,62.3,6.85,Moderate
45.48,86.04,17.6,85.5,0.83,Moderate
49.0,110.33,18.0,95.0,12.29,Moderate
21.88,14.95,25.9,85.9,9.09,Good
0.61,10.96,18.4,71.8,2.69,Good
76.56,95.45,21.4,95.0,1.82,Moderate
42.45,77.33,31.3,80.3,3.4,Moderate
10.41,23.79,20.0,65.7,7.35,Good
24.84,9.36,21.9,95.0,7.86,Good
80.52749825092613,96.30215428291231,9.6,70.3,1.8300323194860217,Moderate
43.7,60.22,25.9,61.7,3.89,Moderate
17.26,43.41,14.0,89.9,0.53,Good
9.93,0.0,29.1,25.4,5.63,Good
20.17,46.03,15.2,68.1,12.58,Good
17.29,56.05,12.5,56.5,2.48,Moderate
1.06,0.0,31.1,39.4,2.63,Good
7.71090307118727,18.504092851986695,16.9,71.5,4.431117731111797,Good
1.2,15.76,33.9,64.4,1.4,Good
9.86,4.27,40.0,50.8,0.93,Good
61.94,104.93,6.4,36.7,3.54,Moderate
11.22,0.0,20.3,88.9,2.54,Good
147.14,205.87,26.4,64.4,5.73,Moderate
43.0,102.08,15.9,69.3,4.72,Moderate
208.9,344.1,34.4,62.1,5.25,Unhealthy
43.39,113.83,23.5,66.1,4.31,Moderate
15.79,68.99,5.0,77.5,1.65,Moderate
0.5,10.68,24.1,89.5,3.0,Good
24.28,33.29,13.3,80.6,4.1,Good
84.49,91.85,21.9,91.4,3.35,Moderate
0.61,6.67,5.0,84.7,10.73,Good
35.39,43.45,16.2,70.0,2.6,Moderate
47.55,77.09,15.4,81.4,5.29,Moderate
58.814679083963746,268.46794244768626,22.6,95.0,1.8049198213194104,Unhealthy
10.2,0.0,21.7,71.2,9.3,Good
18.74,68.83,40.0,48.4,10.97,Moderate
2.71,0.56,27.0,56.1,3.94,Good
96.79,144.97,15.8,82.4,3.97,Moderate
21.27,49.86,23.6,65.3,15.31,Good
18.0,11.59,25.9,72.4,5.62,Good
31.15,24.09,22.9,57.2,4.33,Good
81.76,130.93,25.1,69.7,2.65,Moderate
137.39,256.93,28.1,68.6,5.74,Unhealthy
4.02,0.0,15.4,76.7,3.76,Good
14.834209234969165,35.463788461765134,19.6,85.9,1.3940226763862091,Good
23.811236073485297,73.24666324416165,25.5,72.6,0.7154649264546377,Moderate
18.28,88.79,14.4,71.9,7.32,Moderate
1.071736740093027,0.0,29.9,75.7,2.258530006482622,Good
26.35,100.32,24.2,50.4,13.72,Moderate
19.77,0.0,17.4,63.1,1.69,Good
82.05,115.57,40.0,59.5,1.43,Moderate
7.26,9.65,26.9,67.2,7.44,Good
55.776001153303945,188.7477554038702,16.7,92.2,8.106660458843315,Moderate
27.34,36.09,19.2,70.6,0.49,Good
14.166390406541105,0.0,17.7,64.9,1.0240407947873937,Good
105.12,150.51,17.7,56.1,0.41,Moderate
26.48,37.51,21.5,47.5,4.61,Good
146.05,267.4,20.8,73.7,7.43,Unhealthy
152.48193640006474,229.7517425413284,40.0,28.5,0.6026501933499778,Unhealthy
19.19,25.23,5.0,71.7,5.02,Good
11.83,63.41,19.3,67.4,8.68,Moderate
1.34,35.44,34.8,60.1,13.69,Good
20.41,40.57,13.0,74.7,7.39,Good
158.43,269.06,27.2,88.0,3.8,Unhealthy
46.52,19.51,16.1,68.4,0.59,Moderate
11.27,15.65,12.5,64.9,6.52,Good
16.33,59.4,12.5,61.7,3.08,Moderate
20.92,15.51,21.6,41.9,0.82,Good
18.71,0.0,12.1,82.6,1.47,Good
11.63,60.68,8.5,65.6,5.57,Moderate
6.69,25.39,16.1,94.7,0.4,Good
50.58,132.58,27.7,76.0,3.03,Moderate
0.72,0.0,23.0,51.1,5.3,Good
21.16,34.56,16.9,89.5,3.54,Good
75.04,109.67,17.8,75.3,1.1,Moderate
14.16,55.49,5.0,86.4,0.05,Moderate
15.385325744504192,7.654964166018235,26.3,43.6,5.430284434019803,Good
70.56,132.21,17.5,64.8,2.65,Moderate
6.513887571060134,0.0,27.4,71.2,1.324404534476104,Good
51.9,99.82,11.6,81.3,1.62,Moderate
7.78,85.1,18.5,70.7,7.39,Moderate
27.9,54.54,16.2,74.4,6.38,Moderate
3.58,9.99,5.0,59.7,3.65,Good
95.33,175.22,18.0,88.0,2.46,Moderate
147.11,209.93,22.9,75.7,7.87,Moderate
36.85,79.14,12.2,95.0,1.89,Moderate
35.40272417867247,82.28046391112109,27.3,74.2,1.1163709753561293,Moderate
46.02,86.9,21.2,75.6,0.06,Moderate
3.78,0.0,10.1,78.5,1.41,Good
126.91,218.63,12.4,70.0,6.69,Moderate
10.03,3.48,17.8,61.1,7.57,Good
115.39393703452525,211.1634187843275,23.2,90.5,0.08690813705787742,Moderate
0.55,0.0,17.0,75.6,9.23,Good
213.60050426140145,511.423728867319,27.2,87.4,2.6147059039769083,Unhealthy
35.44,86.22,15.5,64.6,6.76,Moderate
24.57,25.77,24.9,71.0,2.04,Good
90.53,177.31,23.1,89.0,0.81,Moderate
33.04089078945091,51.156298519128605,18.7,80.9,15.931585582309381,Moderate
17.37,34.84,25.3,89.1,0.62,Good
7.23,6.78,21.4,81.5,13.88,Good
72.29,156.21,5.9,82.7,2.62,Moderate
8.92450938474069,9.461233628022654,25.3,90.6,12.811673040792494,Good
50.77,52.02,20.6,58.1,8.05,Moderate
25.77,77.54,28.9,61.9,8.43,Moderate
10.466646844648448,0.0,16.9,94.8,11.452898770135201,Good
53.591305389133375,136.32552037651743,5.0,66.6,2.7375619201236927,Moderate
54.27249606951653,62.709376119309326,23.0,70.9,1.9223344904058783,Moderate
52.3489717840716,13.1050936857093,17.1,53.7,5.9932953610887605,Moderate
87.88,66.45,36.4,62.4,2.47,Moderate
1.7300850744959506,0.0,22.4,74.1,2.382518494998729,Good
40.81,95.79,22.4,77.8,5.4,Moderate
10.82,57.16,27.4,53.0,8.64,Moderate
60.49,154.41,16.5,81.3,22.35,Moderate
182.02747837676506,420.7705722960849,8.0,95.0,1.4452809955404728,Unhealthy
4.013302629377982,0.0,22.2,80.5,0.3195852045798779,Good
100.23,150.25,15.2,33.1,1.8,Moderate
96.77050386735928,181.5400326037043,31.1,78.7,0.6054607030864148,Moderate
28.31,58.73,27.2,47.8,0.82,Moderate
67.41805343625164,112.52784536140092,11.6,57.2,2.2027508927984107,Moderate
11.31,0.0,14.7,67.8,3.05,Good
2.470061472677445,68.65014990634901,21.2,71.4,5.536420898878253,Moderate
35.5,53.0,11.7,79.2,11.81,Moderate
64.62,107.16,18.5,67.8,7.37,Moderate
5.33,28.04,39.1,46.1,2.25,Good
43.04,91.09,22.5,53.0,2.99,Moderate
40.79917709892195,126.04334093827107,23.0,26.9,3.044210904052578,Moderate
176.18340601829757,141.6658462815745,32.4,61.0,0.35227336109582225,Unhealthy
11.39,39.82,21.7,82.5,3.56,Good
39.8,72.25,12.3,74.5,1.54,Moderate
17.91,0.0,33.5,55.4,2.23,Good
5.41,0.88,26.9,78.5,0.53,Good
65.17,131.7,15.2,66.0,7.6,Moderate
67.72,121.02,35.7,83.0,1.64,Moderate
107.62,171.58,37.9,56.0,8.65,Moderate
144.67,199.24,28.5,60.9,3.2,Moderate
11.385054408504631,41.535042620191454,34.6,88.1,0.3151287643475334,Good
10.93,56.26,5.0,94.8,3.72,Moderate
32.27,41.72,20.3,94.2,0.31,Good
55.76,77.49,17.0,65.7,3.82,Moderate
106.05180957395805,110.3607072690133,15.9,48.6,7.656611765407917,Moderate
277.7874073398418,283.86318090050736,13.3,62.6,4.440231210627034,Unhealthy
126.83,244.27,7.9,90.1,11.97,Moderate
19.84,29.08,28.9,43.4,2.23,Good
124.07686426082381,284.57002792840535,19.0,88.6,3.5408771093842377,Unhealthy
25.49900120211467,11.893072338104547,5.0,86.3,7.630157332067158,Good
21.9,44.16,12.1,60.7,12.91,Good
157.74605517097285,289.4453312785156,34.9,51.4,4.278422563222202,Unhealthy
23.45997204947973,17.6168207926453,25.0,78.1,0.7579348396819288,Good
34.75323769271497,86.05928463040634,33.4,45.3,1.6224281983510742,Moderate
71.08501998951708,134.5362422225851,9.3,61.9,2.815636595102496,Moderate
22.0,31.15,7.2,68.7,1.32,Good
26.53,6.04,16.0,32.8,3.96,Good
157.1,263.81,18.9,73.9,3.44,Unhealthy
148.05617917843247,218.5703679526933,15.4,60.4,1.0835486774110796,Moderate
23.14,28.11,30.2,48.8,3.37,Good
43.18,24.94,5.0,65.5,0.82,Moderate
54.39,65.75,25.0,69.1,30.0,Moderate
28.7033184903727,43.328307650794464,32.9,73.7,0.3649650005264084,Good
61.458026076792,172.28213372363786,25.7,79.0,0.50838937867325,Moderate
26.6,73.95,22.6,56.3,7.62,Moderate
37.95,2.76,16.9,54.5,15.28,Moderate
22.14,0.0,9.2,65.1,3.2,Good
104.40843306361073,136.90699454857264,17.5,66.9,9.172111216045783,Moderate
270.34466250450504,383.58830083336437,21.3,95.0,1.110584466875814,Unhealthy
259.87960328358906,564.7189174930551,24.8,93.8,2.489724068664574,Unhealthy
3.36,0.31,27.5,79.8,1.86,Good
43.83,52.56,35.4,46.8,3.14,Moderate
185.81918265195662,315.2463860338043,14.2,78.7,0.4680223505134872,Unhealthy
13.21,25.15,30.3,58.4,0.58,Good
31.13,23.75,11.1,70.8,4.35,Good
52.3,85.33,28.1,50.2,7.37,Moderate
10.57,0.0,24.4,52.4,5.13,Good
81.47,155.06,22.1,80.9,1.15,Moderate
21.21,52.21,26.9,72.5,1.01,Moderate
133.5152644741291,225.5767786081463,20.1,61.0,2.1510470528628898,Moderate
191.81523202191386,243.7241437039009,35.1,70.2,0.4159426476744668,Unhealthy
49.87,92.12,27.5,79.3,16.74,Moderate
31.94,47.37,8.1,58.9,21.17,Good
44.79,106.19,11.0,71.7,17.07,Moderate
46.04,23.78,13.6,54.7,0.87,Moderate
117.9,152.51,32.0,79.8,1.15,Moderate
56.59,115.6,22.3,87.0,10.34,Moderate
154.01,174.09,30.2,27.0,2.31,Unhealthy
97.29356890352037,125.41029340212697,34.5,38.6,1.0631036947422146,Moderate
134.23,165.42,23.0,78.6,6.8,Moderate
16.5,55.28,15.1,70.3,16.73,Moderate
4.26,20.34,22.7,66.8,4.77,Good
68.34667711322493,57.7762128801779,19.7,74.4,0.15058935412357208,Moderate
12.76903090262906,0.0,27.0,69.3,6.586014044973942,Good
131.68,326.85,18.2,77.8,3.23,Unhealthy
6.9,11.07,14.2,58.7,2.2,Good
65.51,108.97,23.2,77.8,1.48,Moderate
12.07,58.83,28.0,82.1,1.38,Moderate
107.19788726150979,189.68932638895757,7.8,73.4,9.141750181661875,Moderate
106.05,129.29,13.7,62.7,10.64,Moderate
57.975407124691955,74.22330515496958,24.0,94.5,3.041833141169016,Moderate
80.71692746944238,68.21488764496789,20.7,53.3,1.0117688482056542,Moderate
21.58,71.63,22.1,90.7,0.44,Moderate
38.61,54.58,23.2,62.6,5.98,Moderate
6.42,34.45,15.9,61.5,7.14,Good
100.75927829324826,104.1682991058728,33.6,50.3,8.337140668586704,Moderate
67.06,123.17,13.8,75.8,2.92,Moderate
50.08,125.89,30.9,63.7,0.09,Moderate
53.43,66.49,6.8,55.4,1.36,Moderate
68.11,141.02,27.1,73.3,2.37,Moderate
81.18,92.75,18.2,81.1,0.59,Moderate
15.92,0.11,22.0,63.8,2.71,Good
202.34,273.71,21.9,32.7,0.36,Unhealthy
31.06,37.24,27.1,57.2,4.19,Good
62.656309679522465,192.14666126838682,18.1,48.2,8.766672455661148,Moderate
49.96,14.2,12.4,85.4,11.33,Moderate
151.63,307.22,5.0,67.9,19.93,Unhealthy
110.27383638140222,148.70181268908289,40.0,43.6,4.5116734868407695,Moderate
37.64,37.46,22.8,57.5,1.51,Moderate
74.1,106.77,24.0,69.9,3.25,Moderate
2.81,3.56,22.0,69.0,2.16,Good
5.6,4.67,19.4,58.2,2.1,Good
30.165901927067704,69.25927569595385,30.4,65.2,3.0737860807446737,Moderate
22.92,13.54,14.7,73.3,7.16,Good
252.7787979217842,291.170963447589,25.5,87.7,4.407028338296891,Unhealthy
10.2,6.06,16.5,64.7,0.31,Good
17.871033077307768,0.0,32.1,69.8,8.797643202411896,Good
17.619104947043642,25.822644851888732,26.1,88.1,0.6140599235381894,Good
75.81034688283513,77.37536140395864,15.5,35.9,0.10638091993898993,Moderate
27.2,34.81,15.3,84.9,4.34,Good
122.14787882294887,170.74676015954148,36.8,50.3,0.8094975031437567,Moderate
113.33,193.33,26.0,61.7,11.09,Moderate
158.64,139.63,31.2,50.1,6.02,Unhealthy
82.91,192.21,28.2,73.5,0.65,Moderate
25.67,59.35,18.8,62.8,2.42,Moderate
7.06,1.22,19.3,69.6,13.49,Good
242.57231553453096,365.91180095634144,19.6,75.2,2.9164849050602624,Unhealthy
16.623439995104757,15.319071246873742,26.8,64.8,1.0877109405528873,Good
1.06,0.0,20.1,79.5,1.08,Good
5.5,22.13,25.2,69.8,1.06,Good
100.16893955433295,124.61174513763989,30.3,67.9,2.222288153460815,Moderate
26.17,5.17,5.0,47.5,0.73,Good
43.9511492351105,0.0,12.4,83.9,3.6522638717314364,Moderate
45.75,147.1,7.8,77.6,4.05,Moderate
177.12,222.89,33.5,40.2,12.32,Unhealthy
89.1,112.97,26.9,67.6,2.88,Moderate
65.7,84.22,5.0,60.3,8.76,Moderate
3.0,0.0,11.7,87.6,1.12,Good
100.05519591443507,84.84634877923062,32.3,47.8,0.9737693636200838,Moderate
97.01657751961892,214.81818839084363,35.6,62.0,11.478232151394707,Moderate
6.01,0.0,25.0,79.1,1.38,Good
53.45,86.87,28.6,81.6,7.15,Moderate
34.3,72.9,22.4,79.2,4.43,Moderate
0.8168659252572983,15.473166581062072,21.7,92.7,1.250129239833704,Good
4.2,6.11,5.2,95.0,0.36,Good
11.884964411602954,77.70856419813161,12.1,95.0,16.593831911003925,Moderate
60.46280546545677,100.49401845291408,33.3,62.2,0.3593287933212136,Moderate
10.89,0.0,16.4,58.8,13.4,Good
56.52,91.43,24.5,73.7,0.92,Moderate
50.2401841796139,119.21795631781576,5.0,86.4,0.23344827176579472,Moderate
108.65,169.9,13.5,53.3,3.61,Moderate
44.12866750295544,46.14525985361335,37.4,46.6,0.2891883595136251,Moderate
51.81,18.47,20.1,60.1,5.75,Moderate
12.94,46.75,14.7,63.9,2.66,Good
85.76,147.09,15.2,67.0,1.12,Moderate
39.32,28.99,33.3,61.7,4.89,Moderate
45.800984986179,105.52236724164746,27.6,55.6,1.147037008400562,Moderate
68.62,133.26,19.5,76.9,4.51,Moderate
168.7,233.12,14.8,79.3,4.64,Unhealthy
21.03,21.08,15.1,95.0,1.4,Good
19.55,70.75,12.6,95.0,0.39,Moderate
46.25,116.53,27.1,75.7,7.37,Moderate
95.62,148.13,20.3,62.4,0.37,Moderate
4.11,37.65,22.4,61.6,4.02,Good
25.23,34.15,19.3,78.7,14.01,Good
36.53,68.73,15.6,75.0,0.85,Moderate
88.17,54.09,6.4,95.0,4.39,Moderate
24.35,8.67,7.7,76.0,11.6,Good
80.32,157.03,16.2,84.2,0.84,Moderate
63.28474172402714,81.34160960732285,26.8,81.1,0.17023615905317582,Moderate
62.95,168.19,17.2,95.0,2.12,Moderate
9.570156367118441,25.26262108247444,17.2,81.7,1.3501232105847873,Good
50.76968403453857,83.73147362001279,19.7,59.2,1.471245743351246,Moderate
16.47,0.0,20.6,54.6,4.25,Good
164.83,272.84,14.3,66.4,5.36,Unhealthy
6.685104116105291,41.59301138449979,26.5,85.6,3.3534884107895992,Good
218.72411403218092,425.3138113759137,33.4,55.1,1.7047091759315962,Unhealthy
45.63425519770022,103.97686940279397,18.3,84.6,2.1099263047297625,Moderate
56.63,86.07,5.0,78.0,9.23,Moderate
25.46,46.77,26.6,48.7,1.55,Good
43.15143230502884,115.92439315887385,33.8,68.0,3.8717449757834435,Moderate
65.19,94.75,21.8,48.2,3.92,Moderate
0.34406603925628004,41.056368271530985,15.6,68.0,2.9773551781836733,Good
35.457874086548415,52.66074348233178,5.7,84.1,2.3590681358472105,Moderate
6.94,32.03,18.9,88.0,1.79,Good
164.59,267.21,15.7,52.7,4.84,Unhealthy
38.83,81.05,10.7,68.5,11.44,Moderate
0.58,29.26,11.7,40.8,2.35,Good
80.33,88.18,25.6,66.4,0.13,Moderate
16.74,14.89,22.0,68.6,0.05,Good
256.97,404.85,27.6,74.6,5.59,Unhealthy
8.89,0.0,16.6,74.6,9.86,Good
97.45848807189401,119.86814511343695,5.0,84.0,0.27015418664666246,Moderate
138.09,220.15,19.7,43.4,3.75,Moderate
131.08925590040917,184.14595918110308,8.8,80.2,0.31336424126727214,Moderate
155.18,227.31,33.1,86.4,4.83,Unhealthy
25.34,25.39,12.5,67.4,1.69,Good
299.9687066572505,540.9244797414301,22.3,59.5,7.35597420375891,Unhealthy
7.460048923647972,0.0,29.2,64.2,2.8910506801812117,Good
130.89,165.87,9.8,58.0,2.38,Moderate
28.78,92.65,13.6,82.0,3.18,Moderate
79.32284655840432,118.47897062476837,6.8,95.0,1.2316069728045562,Moderate
30.76,45.3,23.3,46.1,0.89,Good
158.44,241.37,22.7,61.7,0.88,Unhealthy
248.16512912354045,244.81994870829251,36.9,56.7,3.864389198273721,Unhealthy
60.14,72.76,29.1,89.1,3.32,Moderate
17.71,81.25,21.7,74.0,13.58,Moderate
0.21,13.6,38.1,68.7,24.69,Good
30.26,72.18,16.4,86.9,1.21,Moderate
16.720697977441183,23.83855572237491,22.3,54.9,0.582216250311562,Good
142.13,277.49,24.3,55.9,3.62,Unhealthy
8.513730437521975,0.0,17.6,72.2,5.941616765302773,Good
10.32,67.07,16.9,71.9,0.39,Moderate
70.23290166326376,86.91561561305636,22.7,75.5,0.3173407678945645,Moderate
13.26,11.06,40.0,49.1,2.3,Good
40.49,46.8,25.3,64.9,4.46,Moderate
40.25373991187712,48.23750964932595,25.3,56.5,1.3016443103747686,Moderate
63.14386116930931,151.04184896258428,14.2,55.6,2.330507297583237,Moderate
151.969981842842,280.0083552764803,31.1,37.0,0.09164227643095603,Unhealthy
11.41,3.8,18.0,62.4,15.08,Good
28.57,50.17,25.0,53.4,14.88,Moderate
14.46,12.79,14.7,88.0,16.31,Good
0.25,0.0,21.1,77.2,1.7,Good
100.34,233.62,19.0,80.3,0.7,Moderate
3.78,0.0,18.5,58.7,3.16,Good
12.92,0.73,9.2,77.2,3.31,Good
48.93,89.07,22.3,57.0,1.04,Moderate
114.11,194.05,19.0,80.9,7.64,Moderate
26.73,121.87,24.9,37.5,8.69,Moderate
4.79,13.27,9.3,73.9,3.3,Good
25.49,61.37,23.5,66.1,4.46,Moderate
25.62668603475294,0.0,25.6,79.0,0.7351658165489591,Good
13.21,41.86,26.6,54.7,4.22,Good
172.4,308.11,5.0,79.2,1.66,Unhealthy
43.74,84.69,16.3,88.1,14.17,Moderate
55.85,151.02,20.6,61.5,1.95,Moderate
79.88736132157214,136.99426378604767,10.7,73.1,0.512557170617106,Moderate
9.63,0.0,27.1,67.8,5.25,Good
86.45,74.89,11.9,76.0,5.16,Moderate
8.8,13.55,10.3,55.8,5.98,Good
150.31003034330328,385.1827040975249,14.0,76.8,0.22631852537516575,Unhealthy
86.47,130.58,34.6,49.5,0.83,Moderate
107.114423210497,151.64250453096113,14.1,65.4,2.9540120406200394,Moderate
62.69,118.23,31.5,77.6,5.41,Moderate
27.12,6.37,27.6,42.0,0.74,Good
10.01,40.5,17.7,63.1,1.78,Good
20.64,20.1,13.6,86.4,0.34,Good
86.42,143.86,22.3,57.4,0.54,Moderate
280.44,393.08,14.1,84.4,1.69,Unhealthy
40.088400240744065,25.492743792455734,24.3,65.3,4.035112743144343,Moderate
8.25,17.14,27.6,65.1,4.99,Good
76.26,122.7,5.6,78.2,2.71,Moderate
79.83,166.86,17.5,77.8,3.42,Moderate
33.03,13.87,7.6,83.5,2.56,Good
14.97,37.78,10.5,95.0,7.15,Good
5.3,0.0,18.4,79.4,1.12,Good
16.76,0.0,16.5,80.9,3.88,Good
10.66,4.93,6.2,59.2,0.1,Good
31.05892549495186,49.697011045164736,25.9,55.3,5.835105163865868,Good
32.18149524388731,120.82147655648502,26.4,65.0,5.746248084713049,Moderate
31.28010284018959,0.0,12.3,68.5,1.2547572583263686,Good
42.6,27.35,11.1,78.8,1.92,Moderate
40.19,90.84,34.4,65.3,18.88,Moderate
81.91,130.09,17.8,86.8,0.15,Moderate
25.29,15.84,12.4,36.5,1.88,Good
